,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
2471,"['pubs-bars', 'hotels-lodgings']",[],"['malls', 'zoo', 'restaurants']",['theatres'],"['churches', 'resorts', 'beaches', 'parks', 'museums', 'burger-pizza', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2472,"['pubs-bars', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['malls', 'zoo', 'restaurants']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gardens']","['gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2473,"['pubs-bars', 'burger-pizza']",[],"['malls', 'zoo', 'restaurants']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2474,['burger-pizza'],[],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2475,"['burger-pizza', 'hotels-lodgings']",[],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2476,"['burger-pizza', 'hotels-lodgings']",[],"['malls', 'zoo', 'restaurants', 'pubs-bars']",['theatres'],"['churches', 'resorts', 'beaches', 'parks', 'museums', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2477,['hotels-lodgings'],[],"['malls', 'zoo', 'restaurants', 'pubs-bars']",['theatres'],"['resorts', 'beaches', 'parks', 'museums', 'burger-pizza', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'gardens']","['churches', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2478,"['burger-pizza', 'hotels-lodgings', 'bakeries']",[],"['malls', 'zoo', 'restaurants', 'pubs-bars']",['museums'],"['resorts', 'beaches', 'parks', 'theatres', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'gardens']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2479,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2480,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",['museums'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['cafes', 'view-points', 'monuments', 'gardens']"
2481,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2482,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'bakeries']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2483,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars', 'bakeries']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2484,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars', 'bakeries']","['resorts', 'gardens']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2485,"['hotels-lodgings', 'juice-bars']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",['resorts'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'gardens']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments']"
2486,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",['resorts'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2487,['juice-bars'],['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",['resorts'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'hotels-lodgings', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2488,"['hotels-lodgings', 'juice-bars']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",['bakeries'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2489,"['hotels-lodgings', 'juice-bars']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2490,"['hotels-lodgings', 'juice-bars']",['burger-pizza'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2491,"['malls', 'hotels-lodgings', 'juice-bars']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'cafes', 'view-points', 'monuments', 'gardens']"
2492,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'cafes', 'view-points', 'monuments', 'gardens']"
2493,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'cafes', 'view-points', 'monuments', 'gardens']"
2494,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2495,"['malls', 'hotels-lodgings', 'juice-bars']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2496,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['restaurants', 'pubs-bars']","['museums', 'zoo']","['resorts', 'beaches', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2497,"['malls', 'hotels-lodgings', 'juice-bars', 'beauty-spas']",['burger-pizza'],"['restaurants', 'pubs-bars']",['museums'],"['beaches', 'parks', 'theatres', 'zoo', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2498,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'resorts', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2499,"['burger-pizza', 'juice-bars']",['hotels-lodgings'],"['zoo', 'restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'resorts', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2500,"['burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['restaurants', 'pubs-bars', 'dance-clubs']",['malls'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'art-galleries', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2501,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'resorts', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2502,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",[],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries']","['churches', 'resorts', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']"
2503,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['beaches'],"['parks', 'theatres', 'museums', 'malls', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2504,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']","['churches', 'resorts', 'beaches', 'view-points', 'monuments', 'gardens']"
2505,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'beaches', 'cafes', 'view-points', 'monuments', 'gardens']"
2506,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'beaches', 'cafes', 'view-points', 'monuments', 'gardens']"
2507,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']"
2508,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']"
2509,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls']","['parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2510,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']","['churches', 'resorts', 'view-points', 'monuments', 'gardens']"
2511,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'resorts', 'cafes', 'view-points', 'monuments', 'gardens']"
2512,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['malls'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'cafes', 'view-points', 'monuments', 'gardens']"
2513,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['resorts', 'malls']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas']","['churches', 'cafes', 'view-points', 'monuments', 'gardens']"
2514,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['resorts', 'malls']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes']","['view-points', 'monuments', 'gardens']"
2515,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['resorts', 'zoo']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",['monuments']
2516,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['resorts', 'beaches', 'malls', 'zoo']","['churches', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2517,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2518,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['resorts', 'beaches', 'zoo']","['churches', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2519,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2520,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],"['restaurants', 'pubs-bars']","['beaches', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2521,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'theatres', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2522,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2523,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2524,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],[],"['parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2525,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2526,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],['pubs-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'beaches', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2527,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2528,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2529,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2530,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2531,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2532,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2533,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2534,"['malls', 'burger-pizza', 'juice-bars', 'art-galleries']",[],"['pubs-bars', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2535,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['zoo', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2536,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['zoo', 'pubs-bars']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2537,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2538,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2539,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2540,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2541,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['pubs-bars', 'burger-pizza']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'restaurants']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2542,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2543,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'gardens']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
2544,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['parks', 'theatres', 'museums', 'zoo', 'gardens']","['churches', 'resorts', 'beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
2545,"['hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2546,"['hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2547,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2548,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'bakeries']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2549,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2550,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'gardens']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
2551,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['resorts', 'beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
2552,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['beaches', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
